feature,coef,abs_coef
Name_Oak Grove School,0.01847784231921797,0.01847784231921797
Name_The First Congregational Society in Edgecomb,-0.018397672131786277,0.018397672131786277
City_Edgecomb,-0.018397672131786277,0.018397672131786277
Name_Riverside Cemetery Association of Brunswick Maine,-0.017503309257638194,0.017503309257638194
Name_United Way of Androscoggin County Inc.,-0.017400056175089697,0.017400056175089697
Name_Maine Childrens Home for Little Wanderers,-0.017395617205705077,0.017395617205705077
Name_President and Trustees of Bates College,-0.017055645050398662,0.017055645050398662
State_MA_True,0.016947774371967473,0.016947774371967473
City_Whitneyville,-0.016803394555177712,0.016803394555177712
Name_Whitneyville Library and Whatnot Association Inc.,-0.016803394555177712,0.016803394555177712
Name_Breakwater Learning,0.0166682595456802,0.0166682595456802
City_Kennebunkport,-0.016434598406650527,0.016434598406650527
Name_New England Electric Railway Historical Society,-0.016434598406650527,0.016434598406650527
Name_Portland Ovations,0.016028968508455657,0.016028968508455657
Name_Waynflete School,0.01571653236802569,0.01571653236802569
Name_Victoria Mansion,0.01571641211054468,0.01571641211054468
Name_Hancock County Trustees of Public Reservations,-0.015583352412332245,0.015583352412332245
Name_Bangor Theological Seminary,0.015264466082782691,0.015264466082782691
Name_Maine Maritime Academy Alumni Association Incorporated,-0.015217825714950334,0.015217825714950334
Name_For Developmental Resources,0.015001471422004115,0.015001471422004115
Name_Project Feed,0.014567950777753181,0.014567950777753181
Name_Portland Chevra Kadisha A Maine Nonprofit Corp - T13-B,-0.014392023122927377,0.014392023122927377
